subject,itemID,order,condition,word,JP,rating,RaterA,RaterB,Agreement,Final
7,59,40,3,shallow injury,軽い傷,3,,,,
7,60,26,3,silent force,言葉のない強制力,4,,,,
7,61,6,3,slim branch,細い枝,2,,,,
7,62,10,3,soft atmosphere,優しい雰囲気,2,,,,
7,63,9,3,straight heart,正直な心,2,,,,
7,64,35,3,sweet judgment,優しい判決,3,,,,
7,65,49,3,tall danger,大きな危険,4,,,,
7,66,13,3,warm gift,心温まる贈り物,3,,,,
7,67,44,3,weak rain ,弱い雨,1,,,,
7,68,66,3,wide market,大きな市場,3,,,,
7,69,62,3,yellow voice,黄色い声,2,,,,
8,1,45,1,thick fog,薄い霧,1,0,0,TRUE,0
8,2,53,1,stupid idea,バカな考え,1,1,1,TRUE,1
8,3,29,1,thin lips ,薄い唇,1,1,1,TRUE,1
8,4,30,1,deep love,深い愛情,1,1,1,TRUE,1
8,5,67,1,small room,小さい部屋,1,1,1,TRUE,1
8,6,5,1,long sleep,長い時間寝る,1,1,1,TRUE,1
8,7,19,1,cold tea,冷たいお茶,1,1,1,TRUE,1
8,8,46,1,broken window,壊れた窓,1,1,1,TRUE,1
8,9,52,1,final year,最後の年,1,1,1,TRUE,1
8,10,7,1,front tire,フロントタイヤ,1,1,0,FALSE,1
8,11,69,1,famous person,有名人,1,1,1,TRUE,1
8,12,34,1,good news,良い知らせ,1,1,1,TRUE,1
8,13,24,1,economic growth,経済成長,1,1,1,TRUE,1
8,14,47,1,black hole,ブラックホール,1,1,1,TRUE,1
8,15,36,1,near future,近い将来,1,1,1,TRUE,1
8,16,12,1,tragic deaths,,4,0,0,TRUE,0
8,17,40,1,beautiful woman,美しい人,1,1,1,TRUE,1
8,18,15,1,handsome man,イケメン,1,1,1,TRUE,1
8,19,42,1,bitter experience,苦い経験,1,1,1,TRUE,1
8,20,14,1,big eyes,大きな目,1,1,1,TRUE,1
8,21,65,1,high price,高額,1,1,1,TRUE,1
8,22,51,1,strong wind,強風,1,1,1,TRUE,1
8,23,66,1,clean water,浄水,1,1,1,TRUE,1
8,24,59,1,bad debt,,4,0,0,TRUE,0
8,25,18,2,bare feet,素足,1,1,1,TRUE,1
8,26,2,2,brief moment,束の間,2,1,1,TRUE,1
8,27,6,2,broad daylight,日光を浴びる,4,0,0,TRUE,0
8,28,11,2,busy road,渋滞した道,1,1,1,TRUE,1
8,29,58,2,careful attention,注意深い,4,1,1,TRUE,1
8,30,55,2,coming months,来月,3,1,1,TRUE,1
8,31,43,2,early bird,にわとり,4,0,0,TRUE,0
8,32,10,2,easy decision,容易な決定,1,1,1,TRUE,1
8,33,57,2,false teeth,虫歯,4,0,0,TRUE,0
8,34,1,2,flat rate,変わらない比率,4,0,0,TRUE,0
8,35,60,2,free speech,フリースピーチ,2,0,0,TRUE,0
8,36,25,2,full understanding,理解が完璧,1,1,1,TRUE,1
8,37,22,2,hard luck,不足が多い,2,0,0,TRUE,0
8,38,23,2,low speed,ゆっくり,1,1,1,TRUE,1
8,39,28,2,lucky guess,幸せな考え,3,0,0,TRUE,0
8,40,63,2,open arms,腕を広げる,4,0,0,TRUE,0
8,41,44,2,poor health,貧弱,3,0,0,TRUE,0
8,42,31,2,proud parents,尊敬する両親,2,0,0,TRUE,0
8,43,41,2,quick look,チラ見,1,1,1,TRUE,1
8,44,3,2,sharp rise,固いお米,4,0,0,TRUE,0
8,45,64,2,short notice,短い通知,2,0,0,TRUE,0
8,46,17,2,slow learner,ゆっくり学ぶ,2,1,0,FALSE,1
8,47,16,3,active personality,活発的な人,1,,,,
8,48,62,3,cheap pay,,4,,,,
8,49,68,3,dark society,闇社会,2,,,,
8,50,54,3,delicious season,食欲の秋,4,,,,
8,51,13,3,far eye,離れ目,3,,,,
8,52,21,3,frank question,気軽な質問,2,,,,
8,53,8,3,hot battle,熱い戦い,1,,,,
8,54,50,3,light content,簡単な内容,2,,,,
8,55,49,3,narrow thought,視野が狭い,2,,,,
8,56,27,3,pretty animal,かわいい動物,1,,,,
8,57,39,3,quiet war,静戦,4,,,,
8,58,33,3,severe home,厳しい家庭,2,,,,
8,59,9,3,shallow injury,傷が浅い,2,,,,
8,60,4,3,silent force,無言の圧力,2,,,,
8,61,37,3,slim branch,細い枝,2,,,,
8,62,35,3,soft atmosphere,優しい雰囲気,2,,,,
8,63,20,3,straight heart,真っ直ぐな気持ち,3,,,,
8,64,56,3,sweet judgment,,4,,,,
8,65,38,3,tall danger,,4,,,,
8,66,61,3,warm gift,あたたまる贈り物,3,,,,
8,67,32,3,weak rain ,弱い雨,1,,,,
8,68,48,3,wide market,広い市場,3,,,,
8,69,26,3,yellow voice,歓声,2,,,,
9,1,23,1,thick fog,分厚い霧,1,1,1,TRUE,1
9,2,17,1,stupid idea,愚かな考え,1,1,1,TRUE,1
9,3,39,1,thin lips ,薄い唇,4,1,1,TRUE,1
9,4,66,1,deep love,深い愛,1,1,1,TRUE,1
9,5,53,1,small room,小さい部屋,4,1,1,TRUE,1
9,6,6,1,long sleep,長時間睡眠,1,1,1,TRUE,1
9,7,26,1,cold tea,アイスティー,1,1,1,TRUE,1
9,8,56,1,broken window,,4,0,0,TRUE,0
9,9,41,1,final year,最後の年,4,1,1,TRUE,1
9,10,68,1,front tire,家,4,0,0,TRUE,0
9,11,52,1,famous person,有名な人,1,1,1,TRUE,1
9,12,20,1,good news,いい知らせ,1,1,1,TRUE,1
9,13,51,1,economic growth,経済テク成長,1,0,0,TRUE,0
9,14,43,1,black hole,ブラックホール,1,1,1,TRUE,1
9,15,63,1,near future,近い将来,2,1,1,TRUE,1
9,16,34,1,tragic deaths,,4,0,0,TRUE,0
9,17,9,1,beautiful woman,美しい人,1,1,1,TRUE,1
9,18,45,1,handsome man,イケメン男の人,1,1,1,TRUE,1
9,19,60,1,bitter experience,,4,0,0,TRUE,0
9,20,54,1,big eyes,大きな瞳,1,1,1,TRUE,1
9,21,64,1,high price,高野ぉ無,2,0,0,TRUE,0
9,22,58,1,strong wind,,2,0,0,TRUE,0
9,23,36,1,clean water,綺麗な水,1,1,1,TRUE,1
9,24,69,2,bad debt,多い酷使,1,0,0,TRUE,0
9,25,44,2,bare feet,裸足,1,1,1,TRUE,1
9,26,50,2,brief moment,ほんの一瞬,4,1,1,TRUE,1
9,27,4,2,broad daylight,広い黄昏,3,0,0,TRUE,0
9,28,14,2,busy road,混んでいる道,1,1,1,TRUE,1
9,29,61,2,careful attention,良い人部ばっかじゃなかた,3,0,0,TRUE,0
9,30,57,2,coming months,もうすぐくr8,1,0,0,TRUE,0
9,31,37,2,early bird,早い鳥,3,0,0,TRUE,0
9,32,47,2,easy decision,簡単な段,3,1,0,FALSE,0
9,33,24,2,false teeth,仮歯,1,1,1,TRUE,1
9,34,31,2,flat rate,平らな割合,2,0,0,TRUE,0
9,35,29,2,free speech,自由スピーチ,1,0,0,TRUE,0
9,36,48,2,full understanding,重運約してほしかったな,3,0,0,TRUE,0
9,37,33,2,hard luck,幸運,1,0,0,TRUE,0
9,38,40,2,low speed,低いスピード,3,1,1,TRUE,1
9,39,49,2,lucky guess,運のいい勘,3,0,1,FALSE,0
9,40,42,2,open arms,ほんとにゆうかか,3,0,0,TRUE,0
9,41,28,2,poor health,乏しい栄養,1,0,0,TRUE,0
9,42,55,2,proud parents,保クリッ,4,0,0,TRUE,0
9,43,2,2,quick look,素早い目視,3,1,1,TRUE,1
9,44,12,2,sharp rise,細い上昇,3,0,0,TRUE,0
9,45,8,2,short notice,少しの発見,3,0,0,TRUE,0
9,46,46,2,slow learner,マイペースに頑張る,3,0,0,TRUE,0
9,47,19,3,active personality,行動的な性格,1,,,,
9,48,38,3,cheap pay,安上がり,1,,,,
9,49,32,3,dark society,暗い社会,1,,,,
9,50,35,3,delicious season,美味しい季節,4,,,,
9,51,65,3,far eye,遠い目,3,,,,
9,52,16,3,frank question,軽めの質問,1,,,,
9,53,11,3,hot battle,熱い戦い,1,,,,
9,54,59,3,light content,,3,,,,
9,55,13,3,narrow thought,浅はかな考え,1,,,,
9,56,5,3,pretty animal,可愛い動物,1,,,,
9,57,62,3,quiet war,静かな戦争,3,,,,
9,58,27,3,severe home,空気感の悪い家,1,,,,
9,59,22,3,shallow injury,少しの怪我,2,,,,
9,60,10,3,silent force,少しの力,2,,,,
9,61,3,3,slim branch,細い枝,1,,,,
9,62,21,3,soft atmosphere,軟かい雰囲気,1,,,,
9,63,67,3,straight heart,真っ直ぐな心,2,,,,
9,64,18,3,sweet judgment,甘い審査,1,,,,
9,65,25,3,tall danger,大きな危険,4,,,,
9,66,15,3,warm gift,暖かい贈り物,1,,,,
9,67,7,3,weak rain ,小雨,1,,,,
9,68,30,3,wide market,広範囲の市場,3,,,,
9,69,1,3,yellow voice,黄色い声援,1,,,,
10,1,12,1,thick fog,濃い霧,1,1,1,TRUE,1
10,2,51,1,stupid idea,馬鹿馬鹿しい考え,1,1,1,TRUE,1
10,3,1,1,thin lips ,薄い唇,1,1,1,TRUE,1
10,4,35,1,deep love,深い愛,1,1,1,TRUE,1
10,5,66,1,small room,小さな部屋,1,1,1,TRUE,1
10,6,47,1,long sleep,長時間の睡眠,1,1,1,TRUE,1
10,7,55,1,cold tea,冷たいお茶,1,1,1,TRUE,1
10,8,29,1,broken window,壊れた窓,1,1,1,TRUE,1
10,9,36,1,final year,最終学年,1,1,1,TRUE,1
10,10,20,1,front tire,前輪,1,1,1,TRUE,1
10,11,53,1,famous person,著名人,1,1,1,TRUE,1
10,12,39,1,good news,朗報,1,1,1,TRUE,1
10,13,3,1,economic growth,経済成長,1,1,1,TRUE,1
10,14,63,1,black hole,ブラックホール,3,1,1,TRUE,1
10,15,62,1,near future,近い将来,1,1,1,TRUE,1
10,16,26,1,tragic deaths,悲劇的な死,1,1,1,TRUE,1
10,17,18,1,beautiful woman,美しい女性,1,1,1,TRUE,1
10,18,30,1,handsome man,かっこいい男性,1,1,1,TRUE,1
10,19,27,1,bitter experience,苦い経験,1,1,1,TRUE,1
10,20,13,1,big eyes,大きな目,1,1,1,TRUE,1
10,21,68,1,high price,高価格,1,1,1,TRUE,1
10,22,69,1,strong wind,強風,1,1,1,TRUE,1
10,23,40,1,clean water,清潔な水,1,1,1,TRUE,1
10,24,16,2,bad debt,最悪な借金,4,0,0,TRUE,0
10,25,14,2,bare feet,裸足,1,1,1,TRUE,1
10,26,57,2,brief moment,一瞬,1,1,1,TRUE,1
10,27,17,2,broad daylight,拡散する日光,4,0,0,TRUE,0
10,28,9,2,busy road,混雑している道,1,1,1,TRUE,1
10,29,8,2,careful attention,注意深い警告,4,1,0,FALSE,0
10,30,46,2,coming months,来たる数カ月間,1,0,1,FALSE,1
10,31,11,2,early bird,早起きな人,1,0,1,FALSE,1
10,32,24,2,easy decision,安易な決断,1,1,1,TRUE,1
10,33,49,2,false teeth,,4,0,0,TRUE,0
10,34,38,2,flat rate,平均率,4,0,0,TRUE,0
10,35,10,2,free speech,自由演説,2,0,0,TRUE,0
10,36,60,2,full understanding,完全な理解,1,1,1,TRUE,1
10,37,42,2,hard luck,運がない,4,1,1,TRUE,1
10,38,23,2,low speed,低速で,1,1,1,TRUE,1
10,39,7,2,lucky guess,能天気な考え,2,0,0,TRUE,0
10,40,44,2,open arms,来る者拒まず,4,0,1,FALSE,0
10,41,32,2,poor health,脆弱体質,1,0,0,TRUE,0
10,42,28,2,proud parents,尊敬できる両親,2,0,0,TRUE,0
10,43,31,2,quick look,目を通す,3,1,0,FALSE,1
10,44,45,2,sharp rise,急激な増加,1,1,1,TRUE,1
10,45,43,2,short notice,手短なお知らせ,1,0,0,TRUE,0
10,46,22,2,slow learner,勉強が苦手な人,4,1,1,TRUE,1
10,47,59,3,active personality,積極的な性格,1,,,,
10,48,58,3,cheap pay,安い対価,3,,,,
10,49,5,3,dark society,暗黒社会,3,,,,
10,50,54,3,delicious season,,4,,,,
10,51,6,3,far eye,公正な目,3,,,,
10,52,56,3,frank question,平易な質問,1,,,,
10,53,33,3,hot battle,白熱した試合,1,,,,
10,54,67,3,light content,軽い内容,1,,,,
10,55,64,3,narrow thought,浅い考え,1,,,,
10,56,25,3,pretty animal,可愛らしい動物,1,,,,
10,57,52,3,quiet war,冷戦,1,,,,
10,58,15,3,severe home,厳格な家庭,3,,,,
10,59,65,3,shallow injury,浅い怪我,1,,,,
10,60,61,3,silent force,無言の圧力,1,,,,
10,61,2,3,slim branch,細い枝,1,,,,
10,62,41,3,soft atmosphere,暖かい雰囲気,1,,,,
10,63,4,3,straight heart,正直,3,,,,
10,64,48,3,sweet judgment,甘い判断,1,,,,
10,65,37,3,tall danger,,4,,,,
10,66,34,3,warm gift,暖かい贈り物,1,,,,
10,67,21,3,weak rain ,小雨,1,,,,
10,68,19,3,wide market,大きな市場,1,,,,
10,69,50,3,yellow voice,黄色い歓声,1,,,,
11,1,27,1,thick fog,濃い霧,2,1,1,TRUE,1
11,2,67,1,stupid idea,バカな考え,1,1,1,TRUE,1
11,3,53,1,thin lips ,厚い唇,3,0,0,TRUE,0
11,4,17,1,deep love,深い愛,1,1,1,TRUE,1
11,5,34,1,small room,小さい部屋,1,1,1,TRUE,1
11,6,47,1,long sleep,長い睡眠,2,1,1,TRUE,1
11,7,69,1,cold tea,冷たいお茶,1,1,1,TRUE,1
11,8,61,1,broken window,壊れた窓,1,1,1,TRUE,1
11,9,1,1,final year,最後の年,1,1,1,TRUE,1
11,10,8,1,front tire,前にあるタイヤ,2,1,1,TRUE,1
11,11,63,1,famous person,有名人,1,1,1,TRUE,1
11,12,5,1,good news,良い知らせ,1,1,1,TRUE,1
11,13,64,1,economic growth,経済成長,1,1,1,TRUE,1
11,14,58,1,black hole,ブラックホール,1,1,1,TRUE,1
11,15,62,1,near future,近い将来,1,1,1,TRUE,1
11,16,48,1,tragic deaths,悲劇的な死,1,1,1,TRUE,1
11,17,51,1,beautiful woman,美しい女性,1,1,1,TRUE,1
11,18,26,1,handsome man,かっこいい男性,1,1,1,TRUE,1
11,19,19,1,bitter experience,苦い経験,1,1,1,TRUE,1
11,20,16,1,big eyes,大きな目,1,1,1,TRUE,1
11,21,24,1,high price,高い値段,1,1,1,TRUE,1
11,22,33,1,strong wind,強い風,2,1,1,TRUE,1
11,23,45,1,clean water,きれいな水,2,1,1,TRUE,1
11,24,65,2,bad debt,悪い賭け,2,0,0,TRUE,0
11,25,31,2,bare feet,痛めた足,2,0,0,TRUE,0
11,26,10,2,brief moment,一瞬,3,1,1,TRUE,1
11,27,28,2,broad daylight,広がる日光,4,0,0,TRUE,0
11,28,40,2,busy road,混んだ道,2,1,1,TRUE,1
11,29,32,2,careful attention,注意深い注意,1,1,0,FALSE,0
11,30,9,2,coming months,来月,3,1,1,TRUE,1
11,31,14,2,early bird,早い鳥,4,0,0,TRUE,0
11,32,23,2,easy decision,簡単な決断,1,1,1,TRUE,1
11,33,55,2,false teeth,虫歯,1,0,0,TRUE,0
11,34,49,2,flat rate,均一な割合,2,0,1,FALSE,0
11,35,15,2,free speech,自由なスピーチ,2,0,0,TRUE,0
11,36,30,2,full understanding,完璧な理解,1,1,1,TRUE,1
11,37,35,2,hard luck,不幸,1,1,1,TRUE,1
11,38,20,2,low speed,遅いスピード,1,1,1,TRUE,1
11,39,37,2,lucky guess,幸運な推測,2,0,1,FALSE,0
11,40,12,2,open arms,広げた腕,3,0,0,TRUE,0
11,41,54,2,poor health,不健康,2,1,1,TRUE,1
11,42,4,2,proud parents,誇らしい夫婦,2,0,1,FALSE,1
11,43,39,2,quick look,一見,3,1,1,TRUE,1
11,44,7,2,sharp rise,細い米,3,0,0,TRUE,0
11,45,6,2,short notice,短い告知,2,0,0,TRUE,0
11,46,56,2,slow learner,遅い学習者,2,1,1,TRUE,1
11,47,36,3,active personality,活動的な性格,1,,,,
11,48,60,3,cheap pay,安い支払い,1,,,,
11,49,68,3,dark society,暗い社会,1,,,,
11,50,42,3,delicious season,魅力的な季節,3,,,,
11,51,59,3,far eye,離れた目,1,,,,
11,52,18,3,frank question,フランクな質問,1,,,,
11,53,2,3,hot battle,熱い闘い,1,,,,
11,54,38,3,light content,明るい内容,2,,,,
11,55,52,3,narrow thought,狭い考え,2,,,,
11,56,50,3,pretty animal,可愛い動物,2,,,,
11,57,29,3,quiet war,静かな戦争,2,,,,
11,58,25,3,severe home,厳しい家庭,1,,,,
11,59,13,3,shallow injury,浅い傷,4,,,,
11,60,21,3,silent force,冷戦,2,,,,
11,61,41,3,slim branch,簡単なご飯,4,,,,
11,62,44,3,soft atmosphere,柔らかい雰囲気,1,,,,
11,63,66,3,straight heart,真っ直ぐな心,1,,,,
11,64,3,3,sweet judgment,甘い判断,2,,,,
11,65,46,3,tall danger,高い危険,1,,,,
11,66,22,3,warm gift,温かい贈り物,1,,,,
11,67,43,3,weak rain ,弱い雨,2,,,,
11,68,57,3,wide market,広い市場,1,,,,
11,69,11,3,yellow voice,黄色い声援,2,,,,
12,1,41,1,thick fog,厚い霧,2,1,1,TRUE,1
12,2,27,1,stupid idea,バカなアイデア,2,1,1,TRUE,1
12,3,34,1,thin lips ,薄い唇,3,1,1,TRUE,1
12,4,1,1,deep love,深い愛,1,1,1,TRUE,1
12,5,62,1,small room,小さい部屋,1,1,1,TRUE,1
12,6,19,1,long sleep,長い睡眠,2,1,1,TRUE,1
12,7,65,1,cold tea,冷たいお茶,1,1,1,TRUE,1
12,8,63,1,broken window,壊れた窓,1,1,1,TRUE,1
12,9,66,1,final year,最後の年,2,1,1,TRUE,1
12,10,2,1,front tire,フロントタイヤ,2,1,0,FALSE,1
12,11,52,1,famous person,有名人,1,1,1,TRUE,1
12,12,9,1,good news,良い知らせ,1,1,1,TRUE,1
12,13,12,1,economic growth,経済成長,2,1,1,TRUE,1
12,14,24,1,black hole,ブラックホール,1,1,1,TRUE,1
12,15,42,1,near future,近い未来に,2,1,1,TRUE,1
12,16,44,1,tragic deaths,凄惨な死,3,1,0,FALSE,1
12,17,17,1,beautiful woman,美しい女性,2,1,1,TRUE,1
12,18,7,1,handsome man,かっこいい男,1,1,1,TRUE,1
12,19,14,1,bitter experience,苦い経験,1,1,1,TRUE,1
12,20,47,1,big eyes,大きい目,2,1,1,TRUE,1
12,21,35,1,high price,高い値段,1,1,1,TRUE,1
12,22,4,1,strong wind,強い風,1,1,1,TRUE,1
12,23,11,1,clean water,きれいな水,1,1,1,TRUE,1
12,24,10,2,bad debt,悪い借金,3,0,0,TRUE,0
12,25,5,2,bare feet,裸,1,1,0,FALSE,0
12,26,6,2,brief moment,つかのま,1,1,1,TRUE,1
12,27,28,2,broad daylight,広い日光,4,0,0,TRUE,0
12,28,38,2,busy road,混んでる道,2,1,1,TRUE,1
12,29,46,2,careful attention,用心深い注意,2,1,0,FALSE,1
12,30,22,2,coming months,来ている月,3,0,1,FALSE,1
12,31,32,2,early bird,新参者,3,0,0,TRUE,0
12,32,49,2,easy decision,簡単な決断,3,1,1,TRUE,1
12,33,3,2,false teeth,間違った歯,3,0,0,TRUE,0
12,34,69,2,flat rate,,4,0,0,TRUE,0
12,35,58,2,free speech,発言の自由,2,1,1,TRUE,1
12,36,57,2,full understanding,完全な理解,2,1,1,TRUE,1
12,37,56,2,hard luck,固い幸運,4,0,0,TRUE,0
12,38,18,2,low speed,低い速度,3,1,1,TRUE,1
12,39,64,2,lucky guess,偶然,2,0,1,FALSE,0
12,40,48,2,open arms,,4,0,0,TRUE,0
12,41,60,2,poor health,不健康,2,1,1,TRUE,1
12,42,50,2,proud parents,誇れる両親,3,0,0,TRUE,0
12,43,31,2,quick look,チラ見,2,1,1,TRUE,1
12,44,8,2,sharp rise,急激な上昇,2,1,1,TRUE,1
12,45,23,2,short notice,急な知らせ,2,1,1,TRUE,1
12,46,53,2,slow learner,ゆっくりな学習者,3,0,0,TRUE,0
12,47,67,3,active personality,活発な性格,2,,,,
12,48,13,3,cheap pay,安い賃金,3,,,,
12,49,43,3,dark society,闇社会,3,,,,
12,50,26,3,delicious season,美味しい季節,3,,,,
12,51,59,3,far eye,遠い目,3,,,,
12,52,55,3,frank question,軽い質問,3,,,,
12,53,30,3,hot battle,熱い闘い,3,,,,
12,54,40,3,light content,軽い内容,3,,,,
12,55,21,3,narrow thought,狭い考え,2,,,,
12,56,39,3,pretty animal,かわいい動物,1,,,,
12,57,16,3,quiet war,静かな戦争,2,,,,
12,58,61,3,severe home,深刻な家庭,3,,,,
12,59,29,3,shallow injury,浅い傷,2,,,,
12,60,25,3,silent force,静かな力,3,,,,
12,61,54,3,slim branch,細い枝,3,,,,
12,62,51,3,soft atmosphere,柔らかい雰囲気,3,,,,
12,63,15,3,straight heart,真っ直ぐな心,3,,,,
12,64,20,3,sweet judgment,甘い判断,3,,,,
12,65,45,3,tall danger,高い危険,3,,,,
12,66,33,3,warm gift,温かい贈り物,3,,,,
12,67,37,3,weak rain ,弱い雨,2,,,,
12,68,68,3,wide market,広い市場,3,,,,
12,69,36,3,yellow voice,黄色い声援,3,,,,
13,1,63,1,thick fog,細いきつね,4,0,0,TRUE,0
13,2,57,1,stupid idea,バカな考え,1,1,1,TRUE,1
13,3,53,1,thin lips ,薄い唇,1,1,1,TRUE,1
13,4,15,1,deep love,深い愛,1,1,1,TRUE,1
13,5,6,1,small room,小さな部屋,1,1,1,TRUE,1
13,6,29,1,long sleep,長い眠り,1,1,1,TRUE,1
13,7,10,1,cold tea,冷たいお茶,1,1,1,TRUE,1
13,8,58,1,broken window,壊れた窓,1,1,1,TRUE,1
13,9,12,1,final year,最後の年,2,1,1,TRUE,1
13,10,8,1,front tire,前輪,3,1,1,TRUE,1
13,11,17,1,famous person,有名人,1,1,1,TRUE,1
13,12,21,1,good news,良いニュース,1,1,1,TRUE,1
13,13,36,1,economic growth,経済成長,1,1,1,TRUE,1
13,14,49,1,black hole,ブラックホール,1,1,1,TRUE,1
13,15,69,1,near future,近い将来,1,1,1,TRUE,1
13,16,22,1,tragic deaths,,4,0,0,TRUE,0
13,17,47,1,beautiful woman,美しい女性,1,1,1,TRUE,1
13,18,23,1,handsome man,ハンサムな男,1,1,1,TRUE,1
13,19,62,1,bitter experience,苦い経験,1,1,1,TRUE,1
13,20,18,1,big eyes,大きな目,1,1,1,TRUE,1
13,21,68,1,high price,高価格,1,1,1,TRUE,1
13,22,52,1,strong wind,強い心,1,0,0,TRUE,0
13,23,51,1,clean water,きれいな水,1,1,1,TRUE,1
13,24,45,2,bad debt,悪い借金,4,0,0,TRUE,0
13,25,20,2,bare feet,裸足,1,1,1,TRUE,1
13,26,37,2,brief moment,短い期間,1,1,0,FALSE,0
13,27,32,2,broad daylight,,4,0,0,TRUE,0
13,28,19,2,busy road,交通量が多い道,2,1,1,TRUE,1
13,29,39,2,careful attention,注意深い注意,4,1,0,FALSE,0
13,30,13,2,coming months,来たる月,2,1,1,TRUE,1
13,31,14,2,early bird,早い鳥,4,0,0,TRUE,0
13,32,54,2,easy decision,簡単な決定,1,1,1,TRUE,1
13,33,11,2,false teeth,間違ったは,4,0,0,TRUE,0
13,34,64,2,flat rate,平面的な割合,4,0,0,TRUE,0
13,35,4,2,free speech,自由なスピーチ,4,0,0,TRUE,0
13,36,66,2,full understanding,完全な理解,1,1,1,TRUE,1
13,37,42,2,hard luck,困難な幸せ,4,0,0,TRUE,0
13,38,67,2,low speed,遅いスピード,1,1,1,TRUE,1
13,39,41,2,lucky guess,幸運な,4,0,0,TRUE,0
13,40,31,2,open arms,開いたうで,4,0,0,TRUE,0
13,41,40,2,poor health,不健康,4,1,1,TRUE,1
13,42,26,2,proud parents,誇り高い親,4,0,0,TRUE,0
13,43,65,2,quick look,素早い見方,4,1,1,TRUE,1
13,44,43,2,sharp rise,目覚ましい成長,3,1,1,TRUE,1
13,45,16,2,short notice,短い気付き,4,0,0,TRUE,0
13,46,5,2,slow learner,遅い学習者,4,0,1,FALSE,0
13,47,60,3,active personality,活動的な性格,2,,,,
13,48,50,3,cheap pay,安い賃金,1,,,,
13,49,59,3,dark society,暗い社会,2,,,,
13,50,56,3,delicious season,おいしい季節,4,,,,
13,51,27,3,far eye,遠い目,4,,,,
13,52,34,3,frank question,フランクな質問,2,,,,
13,53,44,3,hot battle,熱いバトル,1,,,,
13,54,30,3,light content,軽い内容,2,,,,
13,55,55,3,narrow thought,狭い考え,2,,,,
13,56,28,3,pretty animal,かわいい動物,1,,,,
13,57,7,3,quiet war,静かな戦争,2,,,,
13,58,46,3,severe home,厳しい家庭,2,,,,
13,59,38,3,shallow injury,傷,4,,,,
13,60,3,3,silent force,静かな力,4,,,,
13,61,2,3,slim branch,細い枝,2,,,,
13,62,33,3,soft atmosphere,やわらかい雰囲気,1,,,,
13,63,48,3,straight heart,率直な心,2,,,,
13,64,25,3,sweet judgment,甘い判定,2,,,,
13,65,35,3,tall danger,高い危険,4,,,,
13,66,24,3,warm gift,温かい贈り物,1,,,,
13,67,1,3,weak rain ,弱い雨「,3,,,,
13,68,61,3,wide market,広い市,3,,,,
13,69,9,3,yellow voice,黄色い声,2,,,,
14,1,21,1,thick fog,厚い霧,2,1,1,TRUE,1
14,2,16,1,stupid idea,愚かな考え,2,1,1,TRUE,1
14,3,43,1,thin lips ,薄い唇,4,1,1,TRUE,1
14,4,18,1,deep love,深い愛,2,1,1,TRUE,1
14,5,56,1,small room,小さい部屋,2,1,1,TRUE,1
14,6,58,1,long sleep,十分な睡眠,3,0,0,TRUE,0
14,7,30,1,cold tea,冷たいお茶,3,1,1,TRUE,1
14,8,28,1,broken window,ガラスが割れた窓,2,1,1,TRUE,1
14,9,49,1,final year,最終年,3,1,1,TRUE,1
14,10,38,1,front tire,前輪のタイヤ,3,1,1,TRUE,1
14,11,41,1,famous person,有名人,2,1,1,TRUE,1
14,12,19,1,good news,良い知らせ,1,1,1,TRUE,1
14,13,33,1,economic growth,経済成長,1,1,1,TRUE,1
14,14,24,1,black hole,ブラックホール,2,1,1,TRUE,1
14,15,63,1,near future,喫緊の未来,3,1,0,FALSE,0
14,16,46,1,tragic deaths,悲惨な死,3,1,1,TRUE,1
14,17,2,1,beautiful woman,美しい女性,1,1,1,TRUE,1
14,18,47,1,handsome man,イケメン,3,1,1,TRUE,1
14,19,14,1,bitter experience,苦い経験,1,1,1,TRUE,1
14,20,62,1,big eyes,大きな目,3,1,1,TRUE,1
14,21,45,1,high price,高額,3,1,1,TRUE,1
14,22,29,1,strong wind,強風,2,1,1,TRUE,1
14,23,17,1,clean water,清潔な水,2,1,1,TRUE,1
14,24,68,2,bad debt,負債,3,0,0,TRUE,0
14,25,7,2,bare feet,裸足,1,1,1,TRUE,1
14,26,31,2,brief moment,僅かの間,3,1,1,TRUE,1
14,27,6,2,broad daylight,幅広い日光,4,0,0,TRUE,0
14,28,27,2,busy road,交通量が多い道,3,1,1,TRUE,1
14,29,9,2,careful attention,しっかり注意する,4,1,1,TRUE,1
14,30,66,2,coming months,翌月,3,1,1,TRUE,1
14,31,55,2,early bird,早起き,2,0,1,FALSE,1
14,32,12,2,easy decision,さっと決断する,3,0,1,FALSE,0
14,33,36,2,false teeth,ごまかし,4,0,0,TRUE,0
14,34,67,2,flat rate,横ばいのレート,3,0,0,TRUE,0
14,35,13,2,free speech,表現の自由,2,1,1,TRUE,1
14,36,11,2,full understanding,充分な理解,2,1,1,TRUE,1
14,37,48,2,hard luck,なかなかない幸運,4,0,0,TRUE,0
14,38,8,2,low speed,低速度,2,1,1,TRUE,1
14,39,37,2,lucky guess,よい推測,4,0,0,TRUE,0
14,40,5,2,open arms,偏見なく,4,0,0,TRUE,0
14,41,52,2,poor health,不健康,3,1,1,TRUE,1
14,42,53,2,proud parents,誇り高き両親,4,0,0,TRUE,0
14,43,61,2,quick look,ちょっと見る,3,1,1,TRUE,1
14,44,54,2,sharp rise,急上昇,3,1,1,TRUE,1
